Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
25000.0,2008-03-18,Bar&Grill,659.0,27.92%,300xx,GA,6 years,0.0
9000.0,2009-01-15,Refinancing two credit cards,645.0,7.81%,941xx,TX,< 1 year,0.0
10877.0,2009-04-02, ,736.0,10.35%,111xx,NY,5 years,0.0
12000.0,2009-02-13,808 Euclid,458.0,0%,810xx,CO,3 years,0.0
1500.0,2007-11-04,abetterme,665.0,0%,210xx,MD,< 1 year,0.0
10000.0,2009-04-16,Multiple Debt Help,542.0,126%,973xx,OR,5 years,0.0
5000.0,2008-05-04,personal financial help,556.0,7.94%,234xx,VA,10+ years,0.0
2000.0,2008-05-25,Pay off Credit Card,676.0,36.84%,928xx,CA,< 1 year,0.0
7000.0,2008-06-27,Tuition at University of Michigan,721.0,0%,631xx,MO,3 years,0.0
10000.0,2009-01-31,Student Loan,0.0,0%,760xx,TX,2 years,0.0
10000.0,2008-01-22,Luckylinda,474.0,0.84%,890xx,NV,10+ years,0.0
5000.0,2007-11-02,Supermodel,624.0,3.88%,211xx,MD,4 years,0.0
5000.0,2008-11-17,Personal Loan for Nanny,514.0,10.2%,806xx,CO,8 years,0.0
10000.0,2009-04-20,Refinance Car with better rates,573.0,1.06%,801xx,CO,3 years,0.0
12000.0,2009-03-17,Credit Card Refinance,574.0,10.28%,551xx,MN,6 years,0.0
7500.0,2008-08-30,Consolidate debt,668.0,36%,272xx,NC,4 years,0.0
9000.0,2008-10-22,tail/saver,505.0,16.8%,450xx,OH,10+ years,0.0
6000.0,2008-11-10,Home improvement,698.0,20.97%,064xx,CT,1 year,0.0
7500.0,2009-03-06,Vickie's ,605.0,3.42%,720xx,AR,5 years,0.0
1500.0,2008-03-21,Moving expenses,493.0,0.71%,100xx,NY,< 1 year,0.0
15000.0,2009-04-23,Graduate school loan,446.0,35.2%,970xx,OR,< 1 year,0.0
10000.0,2009-03-29,Motorcycle loan,579.0,25.08%,363xx,AL,1 year,0.0
14000.0,2007-11-29,Carpediem100,691.0,18.22%,117xx,NY,7 years,0.0
2500.0,2007-11-09,mack19769,558.0,11.73%,436xx,OH,3 years,0.0
15000.0,2009-02-19,Please Loan Us Money!,672.0,9.39%,921xx,CA,3 years,0.0
10000.0,2009-05-13,Alicia Ruch,592.0,28.58%,983xx,WA,< 1 year,0.0
8000.0,2007-06-02,K9Genetics,565.0,11.67%,852xx,AZ,1 year,0.0
5000.0,2009-01-01,1 debt,569.0,225%,458xx,OH,< 1 year,0.0
4200.0,2008-03-24,Discover Card,720.0,13.91%,090xx,NY,10+ years,0.0
1500.0,2008-01-14,alohastar,686.0,27.53%,967xx,HI,4 years,0.0
25000.0,2008-11-25,Debt consolidation,657.0,18.69%,953xx,CA,< 1 year,0.0
500.0,2007-12-15,drew0588,471.0,247.2%,485xx,MI,< 1 year,0.0
8000.0,2007-07-30,lafortune96,487.0,31.87%,180xx,PA,2 years,0.0
10000.0,2009-04-16,"Loan for Laundromat-Downtown Orlando,FL ",606.0,6.34%,327xx,FL,2 years,0.0
25000.0,2009-05-01,Debt Consolidation,703.0,21.86%,242xx,VA,2 years,0.0
15000.0,2009-01-31,debt consolidation loan,704.0,25.33%,282xx,SC,1 year,0.0
9000.0,2008-10-18,Student Loan,593.0,24.83%,033xx,NH,3 years,0.0
15000.0,2009-01-20,Consolidation,493.0,6.81%,532xx,WI,5 years,0.0
2000.0,2008-11-04,Infrastructure,562.0,0%,211xx,MD,2 years,0.0
8500.0,2008-12-04,Personal Medical Loan,723.0,19.84%,951xx,CA,4 years,0.0
7500.0,2008-04-14,Looking to get a down payment for a car,648.0,69%,620xx,IL,< 1 year,0.0
6000.0,2008-03-12,Proud Navy Sailor's Motorcycle loan,0.0,1.2%,939xx,CA,< 1 year,0.0
3000.0,2009-03-20,Student Loan,621.0,22.88%,750xx,TX,2 years,0.0
10000.0,2009-01-05,Debt consolidation,663.0,30.39%,921xx,CA,3 years,0.0
25000.0,2007-10-09,sandy1940,515.0,19.01%,782xx,TX,4 years,0.0
25000.0,2008-11-29,WORKING CAPITAL,704.0,39.87%,940xx,CA,1 year,0.0
1000.0,2008-08-23,Please help fund a Business Student,603.0,3.21%,625xx,IL,2 years,0.0
12000.0,2009-04-21,personel loan,743.0,25.13%,060xx,CT,10+ years,0.0
15000.0,2008-11-19, ,729.0,115.31%,112xx,NY,< 1 year,0.0
25000.0,2007-12-15,Sharper_Iron,723.0,10.21%,468xx,IN,5 years,0.0
20000.0,2008-01-14,insurance2u,700.0,38.11%,601xx,IL,1 year,0.0
1000.0,2009-02-07,Small business loan,554.0,87.53%,201xx,VA,< 1 year,0.0
7000.0,2009-04-19,Need to purchase a car.,553.0,2.95%,461xx,IL,4 years,0.0
5000.0,2008-01-14,I have had problems in the past when I was contracting and going to school so I didn't have a steady income so I fell behind on my credit card debts. I currently am in a stable career and making good money and looking for a house. I would like to consolidate my debts and pay them off ASAP to qualify for better interest rates. I understand I have bad debt and I also understand the a loan interest rate may be a little high but I am prepared for it. ,524.0,1.03%,011xx,MA,< 1 year,0.0
8000.0,2008-10-05, ,770.0,53.05%,212xx,MD,10+ years,0.0
15000.0,2009-01-02,save my home and pay off credit cards,542.0,46.52%,346xx,FL,< 1 year,0.0
2400.0,2009-03-14,Investing in Education ,712.0,0.88%,100xx,NY,8 years,0.0
15000.0,2008-02-05,getcyrious,567.0,0.86%,577xx,SD,9 years,0.0
6000.0,2008-10-22, ,718.0,2.48%,442xx,OH,< 1 year,0.0
7000.0,2008-10-05,getting a car,633.0,70.71%,765xx,TX,5 years,0.0
4500.0,2008-12-08,Consolidate 2 debts,670.0,21.8%,934xx,CA,4 years,0.0
5000.0,2007-06-19,Nerdular,617.0,6.17%,982xx,UT,< 1 year,0.0
2500.0,2008-04-05,Bad Credit Loan,503.0,90%,171xx,PA,< 1 year,0.0
1000.0,2008-01-14,Jonsey,531.0,20.46%,672xx,KS,10+ years,0.0
7000.0,2007-11-25,I would just like to get a loan to pay off about three credit cards with a total balance of 7000.00.  I am currently working full time and going to school full time and feel that I am throwing money away at such a high rate.,675.0,45.6%,330xx,FL,1 year,0.0
5000.0,2009-01-26, ,601.0,0.41%,115xx,NY,10+ years,0.0
8000.0,2009-04-19,College Education,0.0,0%,076xx,NJ,1 year,0.0
2000.0,2009-04-28,Loan for Jessika Watkins,545.0,1.7%,975xx,OR,1 year,0.0
15000.0,2007-12-01,jeshil82,656.0,29.68%,312xx,GA,10+ years,0.0
5000.0,2008-08-07, ,772.0,0%,171xx,PA,< 1 year,0.0
1500.0,2009-05-06,daniel personal loan,566.0,38.82%,664xx,KS,< 1 year,0.0
8000.0,2009-05-02, ,663.0,20.25%,958xx,CA,< 1 year,0.0
5000.0,2008-01-14,Steven8608,494.0,22%,232xx,VA,< 1 year,0.0
20000.0,2007-12-07,CoachAM,532.0,15.33%,462xx,IN,< 1 year,0.0
1000.0,2008-05-15,CAR LOAN,416.0,29.56%,783xx,TX,2 years,0.0
20000.0,2009-03-09,Move to DC,554.0,1.23%,554xx,MN,10+ years,0.0
10000.0,2008-02-13,major_purchase,674.0,5.68%,297xx,SC,10+ years,0.0
10000.0,2009-03-21,having better credit,585.0,22.98%,294xx,SC,2 years,0.0
2500.0,2009-03-31, ,649.0,18.2%,265xx,WV,2 years,0.0
5000.0,2009-02-16,reconfigure of credit,483.0,12.08%,483xx,MI,10+ years,0.0
4000.0,2009-01-14,Debt downfall,590.0,27.39%,547xx,WI,4 years,0.0
1200.0,2007-11-13,anarchicluv,604.0,0%,841xx,UT,6 years,0.0
15000.0,2009-05-01,Personal Loan,644.0,8.89%,640xx,MO,2 years,0.0
3500.0,2008-04-21,Responsible Person Paying Off Small Debt,507.0,19.76%,240xx,VA,2 years,0.0
3500.0,2008-09-15,my fiances dream wedding ring,478.0,16.22%,917xx,CA,1 year,0.0
2000.0,2008-10-05,Add'nal investment to current business,671.0,32.04%,958xx,CA,< 1 year,0.0
7000.0,2008-04-09,Payoff to a better future,513.0,24.38%,891xx,NV,< 1 year,0.0
5000.0,2008-01-28,teta,521.0,11.4%,071xx,NJ,4 years,0.0
20000.0,2007-12-31,debt_consolidation,709.0,25.09%,104xx,NY,8 years,0.0
2500.0,2009-04-25,Loan Consolidation,458.0,41.05%,636xx,MO,1 year,0.0
10000.0,2008-12-30,debt consolidation loan request,508.0,0%,902xx,CA,2 years,0.0
1000.0,2008-06-29,To get out of debt,646.0,32.56%,352xx,AL,< 1 year,0.0
25000.0,2008-11-10,Help Me Get a HIGHER Education,635.0,3.03%,206xx,MD,2 years,0.0
10000.0,2009-02-07,Need One Monthly Payment,396.0,18.74%,703xx,LA,4 years,0.0
25000.0,2008-03-10,refinancing o/s debt irene,647.0,41.64%,910xx,CA,2 years,0.0
6000.0,2008-01-25,petzrpeep2,700.0,10.33%,120xx,NY,8 years,0.0
25000.0,2008-10-30,Credit Card Consolidation Loan,660.0,79.25%,920xx,CA,5 years,0.0
5500.0,2009-03-30,Refinancing debt,682.0,16.75%,857xx,AZ,2 years,0.0
6000.0,2009-02-02,Engagement Ring Purchase ,714.0,4.75%,401xx,KY,4 years,0.0
2000.0,2009-01-20,funeral expense,537.0,16.24%,959xx,CA,2 years,0.0
25000.0,2007-10-19,the option guru,454.0,2.86%,402xx,KY,2 years,0.0
25000.0,2008-01-13,cheri6722,511.0,41.68%,331xx,FL,10+ years,0.0
17000.0,2008-03-09,debt_consolidation,617.0,6.9%,605xx,IL,< 1 year,0.0
25000.0,2008-04-05,Expanding Existing Telecom Business,679.0,23%,370xx,TN,3 years,0.0
7000.0,2007-11-21,Jeffy,604.0,44.26%,112xx,NY,10+ years,0.0
3000.0,2008-03-21,Clearing debt & starting school,627.0,0.64%,104xx,NY,3 years,0.0
25000.0,2008-01-20,purpleanita,719.0,64.77%,805xx,CO,10+ years,0.0
5000.0,2007-08-26,jc,613.0,27.31%,331xx,FL,10+ years,0.0
10000.0,2008-11-14,We are gong to lose our home.,476.0,378%,165xx,PA,1 year,0.0
15000.0,2008-03-22,Deserving of a second chance,584.0,38.43%,750xx,TX,10+ years,0.0
21000.0,2009-04-06, ,768.0,39.33%,641xx,MO,8 years,0.0
5000.0,2009-03-22,Runway INC.,524.0,0%,606xx,IL,4 years,0.0
12000.0,2009-03-30,Found an opportunity. ,489.0,13.53%,958xx,CA,3 years,0.0
15000.0,2009-01-11,at&t,663.0,31.26%,972xx,OR,< 1 year,0.0
2000.0,2008-12-28,private owner,0.0,0%,956xx,CA,1 year,0.0
5000.0,2009-04-09,Please help,537.0,0%,208xx,MD,< 1 year,0.0
6500.0,2008-10-17,Student Loan,525.0,2.4%,729xx,AR,< 1 year,0.0
20000.0,2008-04-07,"car refinance,wedding,payoff old bills",456.0,19.14%,442xx,OH,1 year,0.0
6000.0,2009-05-14, ,698.0,6.36%,841xx,UT,2 years,0.0
3000.0,2008-05-29,Business Expansion Loan,491.0,0%,134xx,NY,< 1 year,0.0
2500.0,2008-04-06,consolidate winter bills,596.0,7.17%,551xx,MN,1 year,0.0
15718.0,2009-01-21, ,689.0,29.59%,088xx,NJ,< 1 year,0.0
5000.0,2008-04-21,operation consolidation,616.0,12.31%,853xx,AZ,2 years,0.0
18480.0,2008-02-10,debt_consolidation,658.0,8.33%,751xx,TX,10+ years,0.0
5000.0,2008-11-16,Demand for Rent/Payday Loan Buyout,573.0,0%,033xx,NH,1 year,0.0
1000.0,2007-06-01,memorial,543.0,41.35%,328xx,FL,2 years,0.0
17000.0,2009-04-17, ,783.0,31.83%,129xx,NY,5 years,0.0
25000.0,2008-11-23,To live my DREAM,0.0,0%,946xx,CA,< 1 year,0.0
12000.0,2009-01-25,Pay off three loans.,716.0,25.49%,957xx,CA,1 year,0.0
25000.0,2008-01-14,DEMI1JAY,472.0,7.07%,952xx,CO,1 year,0.0
2000.0,2009-05-09,Pay off a bill,487.0,23.66%,244xx,VA,10+ years,0.0
10000.0,2009-05-02, ,718.0,16.5%,439xx,OH,3 years,0.0
25000.0,2008-01-30,richeyw,655.0,35.59%,910xx,CA,10+ years,0.0
7500.0,2008-04-23,to see about getting a van for amputee,598.0,45.19%,933xx,CA,< 1 year,0.0
7500.0,2008-11-24,Getting Back On Top Of Things,493.0,11.04%,800xx,CO,2 years,0.0
2500.0,2009-05-11,Marie Harris,410.0,18.19%,606xx,IL,< 1 year,0.0
9000.0,2009-03-26, ,732.0,46.8%,117xx,NY,1 year,0.0
3500.0,2008-04-24,My fiance has expensive taste,674.0,3.15%,132xx,NY,2 years,0.0
10000.0,2009-05-02,Loan for a fresh start,487.0,0%,940xx,CA,2 years,0.0
20000.0,2009-01-23,Cosolidate debt and Catch up on Mortgage,516.0,3.16%,068xx,CT,< 1 year,0.0
5000.0,2008-04-08,personal loan,642.0,36.97%,780xx,TX,< 1 year,0.0
3000.0,2009-02-05,MEDICAL BILLS,702.0,0%,770xx,TX,10+ years,0.0
5000.0,2009-01-06,educational loan,588.0,14.88%,945xx,CA,4 years,0.0
10000.0,2008-07-14,Paying off student loan,667.0,68.11%,442xx,OH,< 1 year,0.0
8000.0,2009-04-14,Consolidate,622.0,46.72%,782xx,TX,5 years,0.0
6000.0,2007-08-21,crazygirl,483.0,4.08%,802xx,CO,1 year,0.0
25000.0,2009-03-19,HOME PROJECT,0.0,12.68%,935xx,CA,1 year,0.0
25000.0,2009-04-07,music,550.0,12.51%,782xx,TX,3 years,0.0
5000.0,2008-10-29,Snow Plow,672.0,22.69%,129xx,NY,10+ years,0.0
5000.0,2009-01-05,debt destruction fund,667.0,20.9%,940xx,CA,1 year,0.0
500.0,2007-10-24,BigBoy,527.0,10.42%,760xx,TX,< 1 year,0.0
5000.0,2008-09-11,Credit card debt and home improvement,560.0,25.87%,606xx,IL,2 years,0.0
5000.0,2007-10-16,scslinkard,524.0,18.16%,284xx,NC,1 year,0.0
9500.0,2007-12-01,debt_consolidation,652.0,36.52%,120xx,NY,10+ years,0.0
14300.0,2009-01-10,Personal debt consolidation,591.0,11.98%,802xx,CO,1 year,0.0
7500.0,2009-05-07, ,673.0,27.87%,078xx,NJ,10+ years,0.0
18000.0,2007-12-26,debt_consolidation,672.0,26.41%,631xx,MO,5 years,0.0
10000.0,2008-07-17,Expert caterer and chef trying to grow,0.0,0%,191xx,PA,3 years,0.0
5500.0,2009-05-03,my niece,758.0,52.2%,070xx,NJ,< 1 year,0.0
2000.0,2009-04-14,personal loan,662.0,179.52%,973xx,OR,10+ years,0.0
20000.0,2009-04-15, ,690.0,51.68%,935xx,CA,5 years,0.0
22500.0,2009-04-01, ,716.0,21.57%,346xx,FL,3 years,0.0
15000.0,2009-05-02, ,644.0,19.16%,956xx,CA,10+ years,0.0
1000.0,2008-04-18,Car repair,510.0,10.62%,441xx,OH,< 1 year,0.0
1000.0,2008-03-07,none,476.0,2.53%,606xx,IL,4 years,0.0
4000.0,2009-04-21,personal loan,574.0,6.19%,532xx,WI,3 years,0.0
14000.0,2008-04-23, ,632.0,8.07%,394xx,MS,10+ years,0.0
5000.0,2008-11-14,To get a head a little and fit something,451.0,45.93%,169xx,PA,1 year,0.0
20000.0,2008-11-07,Please help me get some breathing room,485.0,35.25%,980xx,WA,< 1 year,0.0
2500.0,2007-09-11,ernpet,576.0,1.68%,352xx,AL,2 years,0.0
3000.0,2009-05-02,loan,547.0,2.55%,944xx,CA,1 year,0.0
15000.0,2008-12-21,Business Loan,0.0,0%,776xx,TX,5 years,0.0
15000.0,2007-11-28,debt_consolidation,694.0,81.14%,328xx,FL,2 years,0.0
6000.0,2007-11-07,sammy36869,498.0,0.2%,368xx,AL,3 years,0.0
6000.0,2008-03-25,debt_consolidation,636.0,0.69%,322xx,FL,< 1 year,0.0
7500.0,2008-05-31,Debt Consolidation,667.0,12.22%,910xx,CA,10+ years,0.0
20000.0,2009-03-12,Debt Eliminator,674.0,33.89%,070xx,NJ,10+ years,0.0
12425.0,2008-10-26,1998 Almond Backhoe & 1981 Mercedes 380 ,675.0,24.38%,985xx,WA,7 years,0.0
10000.0,2008-12-28,son's college,592.0,6.5%,913xx,CA,5 years,0.0
5000.0,2007-10-10,gageandparker,461.0,0%,279xx,NC,7 years,0.0
4000.0,2009-05-18,College Education,504.0,0%,723xx,AR,8 years,0.0
10000.0,2008-03-23,Family Emergency In another State!!!!,563.0,1.56%,658xx,MO,< 1 year,0.0
4000.0,2007-12-17,sandrab,603.0,24.79%,236xx,VA,1 year,0.0
1000.0,2007-11-10,"I would like to get the money to buy a vehicle a man in my complex has,my car I have now is about on its last leg.I also deliver papers in the morning so I need a dependible car.",610.0,13.3%,980xx,WA,1 year,0.0
7000.0,2008-01-30,other,682.0,60.38%,030xx,NH,10+ years,0.0
7000.0,2007-11-02,valentine51chevy3,500.0,163.84%,138xx,NY,< 1 year,0.0
25000.0,2009-04-15,Child Care Center,696.0,52.51%,394xx,MS,2 years,0.0
5000.0,2007-12-09,kenedytexas,437.0,58%,781xx,TX,< 1 year,0.0
2000.0,2008-01-31,mrbatmanesh,566.0,29.69%,208xx,MD,1 year,0.0
6300.0,2007-12-22,Lower interest rate on credit card.,709.0,28.01%,674xx,KS,10+ years,0.0
14225.0,2008-02-17,PLEASE HELP ME CONSOLIDATE MY BILLS,574.0,8.13%,563xx,MN,2 years,0.0
15000.0,2008-12-20,High APR Credit Card Pay Off,672.0,34.67%,787xx,TX,< 1 year,0.0
1200.0,2008-08-22,Catch Up Loan ,495.0,5.73%,600xx,IL,3 years,0.0
2500.0,2008-05-30, ,576.0,97.4%,196xx,PA,< 1 year,0.0
12000.0,2009-02-03,used motorcycle loan,657.0,8.41%,173xx,PA,10+ years,0.0
5000.0,2007-11-26,garrett123,493.0,5.03%,704xx,LA,< 1 year,0.0
10000.0,2007-11-20,Drive-thru espresso business start-up,618.0,11.85%,980xx,WA,1 year,0.0
4000.0,2009-02-07, ,695.0,29.03%,752xx,TX,2 years,0.0
13000.0,2008-02-04,amberd910,689.0,27.59%,064xx,CT,5 years,0.0
4000.0,2008-10-21,Student alternative loans,579.0,166.2%,594xx,MT,< 1 year,0.0
10000.0,2008-01-15,JRY55,547.0,0%,088xx,NJ,< 1 year,0.0
8000.0,2009-05-12,Car Loan,641.0,6.82%,084xx,NJ,2 years,0.0
9800.0,2008-06-24, ,669.0,35.21%,180xx,PA,< 1 year,0.0
7500.0,2008-05-16,debt loan,526.0,22.8%,439xx,OH,1 year,0.0
16000.0,2008-02-25,debt_consolidation,687.0,32.23%,922xx,CA,10+ years,0.0
1000.0,2008-09-30,Debt Consolidation Please Help,658.0,31.28%,802xx,CO,6 years,0.0
3000.0,2008-05-11,personal loan,498.0,26.05%,770xx,TX,9 years,0.0
7000.0,2009-05-11,Student Loan,653.0,152%,201xx,VA,< 1 year,0.0
5000.0,2007-10-12,Bignell,590.0,1.9%,212xx,MD,7 years,0.0
10000.0,2009-05-04,Treading Water...arms tired..Help!,623.0,20.81%,786xx,TX,< 1 year,0.0
9000.0,2008-10-21,Kindergarten teacher sending karma hugs,682.0,23.13%,982xx,WA,10+ years,0.0
25000.0,2008-11-04,car credit card home improvement,550.0,38.5%,852xx,AZ,< 1 year,0.0
10000.0,2008-01-14,transformoneself,574.0,10.43%,787xx,TX,3 years,0.0
13500.0,2009-03-04, ,738.0,32.5%,439xx,OH,8 years,0.0
3500.0,2008-09-13,Pay off high rate credit card,678.0,15.68%,336xx,FL,< 1 year,0.0
1200.0,2009-04-13,Help get over a hurdle,609.0,0.9%,490xx,MI,10+ years,0.0
12000.0,2008-03-10,debt_consolidation,666.0,34.51%,388xx,MS,< 1 year,0.0
5500.0,2008-12-25,Needing to Pay for College,507.0,6%,331xx,FL,< 1 year,0.0
9000.0,2009-03-11,2002 BMW ,646.0,6.35%,760xx,TX,1 year,0.0
5000.0,2008-12-29, ,650.0,9.01%,100xx,NY,4 years,0.0
3900.0,2007-05-27,For Justin.,700.0,10%,469xx,IN,2 years,0.0
20000.0,2008-02-03,debt_consolidation,693.0,6.13%,700xx,LA,4 years,0.0
1000.0,2008-11-04,Building up my creadit Score,567.0,14.55%,802xx,CO,< 1 year,0.0
10000.0,2008-10-14,Payoff teaser rates and reduce rates.,655.0,30.28%,085xx,NJ,< 1 year,0.0
16000.0,2009-04-18,pay for a car,720.0,18.99%,136xx,NY,10+ years,0.0
15000.0,2009-02-04,Healthcare Biz-Plan/action to help all.,555.0,18.76%,606xx,IL,6 years,0.0
3500.0,2008-03-22,Medical ,647.0,28.44%,424xx,KY,10+ years,0.0
6000.0,2009-01-10,Replacement car,615.0,11.82%,300xx,GA,< 1 year,0.0
10000.0,2009-03-16,Help Recoving from Divorce and Lay off,564.0,12.03%,151xx,PA,1 year,0.0
15000.0,2008-03-31,Partial deposit toward new home,763.0,40.17%,911xx,CA,4 years,0.0
3000.0,2008-08-26,Maternity Leave coverage,618.0,42.23%,503xx,IA,1 year,0.0
10000.0,2008-12-16,One payment debt per month,688.0,13.89%,080xx,NJ,5 years,0.0
25000.0,2008-02-08,reyesinvestments,654.0,33.87%,968xx,HI,4 years,0.0
10000.0,2009-01-05,Multipurpose Loan (Consolidate debt),645.0,10.8%,473xx,IL,< 1 year,0.0
10000.0,2008-06-17, ,756.0,39.41%,923xx,CA,10+ years,0.0
20000.0,2009-05-17, ,681.0,48.37%,308xx,GA,5 years,0.0
19900.0,2009-03-18,Motorcyle refinance,649.0,35.8%,800xx,CO,7 years,0.0
6000.0,2009-01-18,car,618.0,21.6%,463xx,IL,8 years,0.0
5000.0,2007-07-08,andrea1125,454.0,6.38%,339xx,FL,1 year,0.0
900.0,2008-02-13,baldur26,639.0,15.5%,762xx,TX,7 years,0.0
11150.0,2007-12-26,rihen,731.0,27.64%,762xx,TX,< 1 year,0.0
1500.0,2009-04-05,Consolidate 3 cards,476.0,14.63%,480xx,MI,2 years,0.0
15000.0,2008-07-10,Capital One,603.0,18.87%,113xx,NY,8 years,0.0
15000.0,2009-04-02, ,744.0,25.83%,633xx,MO,10+ years,0.0
3000.0,2008-10-26,funeral,660.0,0%,334xx,FL,2 years,0.0
7500.0,2008-05-29,Trying to get out of high interest rates,643.0,20.51%,957xx,CA,3 years,0.0
16000.0,2009-04-01, ,712.0,38.65%,785xx,TX,10+ years,0.0
12000.0,2008-10-20,Extra money,702.0,11.11%,913xx,CA,10+ years,0.0
15000.0,2009-04-28, ,715.0,12%,220xx,VA,7 years,0.0
12000.0,2007-08-09,Razorbacks36,570.0,0%,431xx,OH,< 1 year,0.0
21000.0,2009-04-20,PAYOFF BALANCES ON CREDIT CARDS,697.0,15.22%,113xx,NY,5 years,0.0
14000.0,2009-01-10,CREDIT CARD PAYOFF PLAN,703.0,41.78%,706xx,LA,10+ years,0.0
2000.0,2009-05-06,Single parent in school and need money ,464.0,26.48%,704xx,LA,< 1 year,0.0
25000.0,2009-05-12,Car,459.0,0%,329xx,FL,< 1 year,0.0
2500.0,2009-02-03,Jonathan Memmoli,647.0,6.04%,126xx,NY,< 1 year,0.0
25000.0,2008-03-24,Rich - Loan,483.0,8.45%,030xx,NH,6 years,0.0
5000.0,2008-10-13,Hopeful,616.0,37.64%,930xx,CA,< 1 year,0.0
22000.0,2009-03-26,CAR1,0.0,0%,451xx,OH,7 years,0.0
1500.0,2008-12-04,Loan For Car,529.0,0%,925xx,CA,< 1 year,0.0
15000.0,2009-04-08, ,746.0,0%,913xx,CA,5 years,0.0
15000.0,2007-11-25,other,641.0,47.12%,326xx,FL,8 years,0.0
25000.0,2009-04-07,Start Up,543.0,13.99%,326xx,FL,10+ years,0.0
7000.0,2009-01-12,Debt Diet ,671.0,6.77%,900xx,CA,6 years,0.0
7000.0,2008-12-10, ,720.0,41.29%,295xx,SC,2 years,0.0
9000.0,2008-11-04,Controle my debt ,446.0,11.68%,117xx,NY,5 years,0.0
15000.0,2009-01-13,Credit Cards ,686.0,31.73%,977xx,OR,2 years,0.0
10000.0,2009-04-28,*** MOM WANTS A NEW CAR***,485.0,0%,331xx,FL,< 1 year,0.0
7000.0,2008-05-15,Pay off payday loans,602.0,37.08%,453xx,OH,10+ years,0.0
3600.0,2007-10-18,magice,547.0,25.62%,447xx,OH,1 year,0.0
13000.0,2009-04-02, ,731.0,61.72%,756xx,TX,1 year,0.0
5000.0,2009-05-12,Education,487.0,12%,859xx,AZ,< 1 year,0.0
5000.0,2008-04-05,Engagement Ring,601.0,88.19%,941xx,CA,1 year,0.0
1000.0,2008-04-30,EDUCATION IS A MUST!!!,611.0,14.27%,374xx,TN,< 1 year,0.0
11882.0,2009-03-18, ,793.0,26.26%,060xx,CT,10+ years,0.0
11500.0,2009-05-12, ,670.0,43.47%,010xx,MA,4 years,0.0
5000.0,2009-03-10,making my payments easier,648.0,48.51%,302xx,GA,1 year,0.0
13500.0,2008-01-30,debt_consolidation,693.0,22.32%,481xx,MI,1 year,0.0
15000.0,2009-04-05,Ken Personal Loan,696.0,31.41%,222xx,VA,2 years,0.0
25000.0,2009-05-15,Consolidate debt,572.0,17.22%,074xx,NJ,10+ years,0.0
7500.0,2008-09-10,repair home,708.0,5.45%,600xx,IL,4 years,0.0
25000.0,2009-05-13,school loan,561.0,25.28%,720xx,AR,10+ years,0.0
2000.0,2008-07-01,help me get back on track,531.0,29.64%,610xx,IL,10+ years,0.0
16000.0,2007-06-09,Eagle8XC Tuition loan,667.0,22.98%,056xx,VT,1 year,0.0
20000.0,2008-03-15,home_improvement,657.0,18.02%,921xx,CA,< 1 year,0.0
15000.0,2007-12-19,Martkee,561.0,14.03%,945xx,CA,1 year,0.0
10000.0,2009-02-19,Credit Cards,648.0,22.85%,386xx,MS,5 years,0.0
10000.0,2008-12-07,Painting contracting Loan,553.0,0%,068xx,CT,10+ years,0.0
10394.0,2009-01-17, ,741.0,29.47%,124xx,NY,2 years,0.0
5000.0,2009-03-11,Completely current but rather consolidat,653.0,25.68%,878xx,NM,< 1 year,0.0
2500.0,2008-12-28,personal loan,550.0,4.77%,977xx,OR,3 years,0.0
1000.0,2008-04-04,Project Debt Consolidation,479.0,22.11%,606xx,IL,6 years,0.0
2500.0,2008-07-07,Getting out of the hole,441.0,3.23%,637xx,MO,2 years,0.0
7500.0,2008-05-23,Want to be debt free!,631.0,30.66%,211xx,MD,10+ years,0.0
8000.0,2007-12-30,up keeps,663.0,13.43%,392xx,MS,6 years,0.0
25000.0,2009-04-29,Consolidation Loan Needed,612.0,7.82%,750xx,TX,1 year,0.0
12000.0,2008-10-18,consolidating debt,695.0,2.83%,986xx,WA,4 years,0.0
3400.0,2007-06-06,scooterodell,559.0,24.36%,145xx,NY,9 years,0.0
25000.0,2009-03-17,Need Payroll - Fund Me!,679.0,33.78%,201xx,VA,6 years,0.0
10000.0,2009-03-18, ,683.0,3.86%,224xx,VA,< 1 year,0.0
1500.0,2008-05-22,Wanting to pay off debt from divorce,468.0,2.06%,500xx,IA,3 years,0.0
2000.0,2007-10-11,super99999ooo,566.0,1.72%,921xx,CA,6 years,0.0
3500.0,2008-01-15,tresmom2,469.0,27.94%,704xx,LA,2 years,0.0
10000.0,2009-01-24,Jason Loan 2009,691.0,15.1%,078xx,NJ,6 years,0.0
5000.0,2009-05-05,Nursing school,448.0,0%,971xx,OR,< 1 year,0.0
20000.0,2007-06-06,Back To School,690.0,0.4%,079xx,NJ,< 1 year,0.0
1500.0,2008-09-06,Tuition,533.0,7.2%,606xx,IL,< 1 year,0.0
6000.0,2008-04-27,Credit Cards and Hosptial Bills,658.0,16.47%,774xx,TX,< 1 year,0.0
3000.0,2009-04-28,Looking to get my high FICO scores back!,559.0,0%,906xx,CA,2 years,0.0
2000.0,2008-11-05,paying off the feds,639.0,25.92%,365xx,AL,< 1 year,0.0
2500.0,2009-05-05,Bridging money,579.0,5.93%,900xx,CA,6 years,0.0
